country,indicator,year,value,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,TYPE_OF_TRANSFORMATION,2024,Country,Manual Sovereign Default Label,Year of Default,Default Type
,,2016.0,-0.124,Japan,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2016.0,0.754,Japan,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2016.0,37.229,Japan,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,232.421,Japan,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,3.108,Japan,,Unemployment rate,,Annual,Units,,,,,,
,,2016.0,6.32,South Africa,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2016.0,26.725,South Africa,,Unemployment rate,,Annual,Units,,,,,,
,,2016.0,-2.676,South Africa,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2016.0,0.665,South Africa,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2016.0,7.775,"Türkiye, Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2016.0,3.323,"Türkiye, Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2016.0,-2.55,"Türkiye, Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2016.0,10.9,"Türkiye, Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2016.0,-5.448,United Kingdom,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2016.0,39.632,United Kingdom,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,-1.687,United Kingdom,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,4.875,United Kingdom,,Unemployment rate,,Annual,Units,,,,,,
,,2016.0,1.922,United Kingdom,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2016.0,0.66,United Kingdom,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2016.0,1.82,United States,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2016.0,4.875,United States,,Unemployment rate,,Annual,Units,,,,,,
,,2016.0,1.267,United States,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2016.0,-2.107,United States,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2016.0,0.307,France,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2016.0,6.776,"China, People's Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2016.0,87.825,United Kingdom,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,-2.519,India,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,68.943,India,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,-1.256,Myanmar,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2016.0,8.74,Brazil,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,19.697,Myanmar,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,72.26,Sri Lanka,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,3.683,Russian Federation,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,14.311,Russian Federation,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,17.884,Sri Lanka,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,6.59,Bangladesh,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,28.306,Bangladesh,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,,Bangladesh,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,-2.631,Bangladesh,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,6.58,Sri Lanka,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,12.85,Brazil,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,-1.625,Brazil,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,82.745,Brazil,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,44.297,Brazil,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,1.579,"China, People's Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,1.509,"China, People's Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,6.136,Myanmar,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,53.903,"China, People's Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-2.596,"China, People's Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,32.014,"China, People's Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,5.0,"China, People's Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,105.728,United States,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,2.171,Germany,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,44.566,Germany,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,64.026,Germany,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,26.232,India,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,,India,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,1.096,Italy,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,133.689,Italy,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,48.783,Italy,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-6.055,Myanmar,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,,Myanmar,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,4.035,Myanmar,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,41.878,Myanmar,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,5.2,Russian Federation,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,-0.96,Russian Federation,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,34.83,Russian Federation,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,2.043,Russian Federation,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,1.827,Russian Federation,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,-2.447,Sri Lanka,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-0.762,South Africa,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,0.014,Sri Lanka,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,4.2,Sri Lanka,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,6.461,Sri Lanka,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,29.86,South Africa,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,48.588,South Africa,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,27.777,"Türkiye, Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-0.552,"Türkiye, Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,32.611,"Türkiye, Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,35.194,United States,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-2.781,United States,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,5.44,Bangladesh,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,-0.453,Bangladesh,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,12.235,Bangladesh,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-1.224,Brazil,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,1.323,Brazil,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,9.408,France,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,2.286,France,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,98.722,France,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-1.635,France,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-0.547,France,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,57.665,France,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,1.702,Germany,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,8.067,Germany,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,3.567,Germany,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,2.713,Germany,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,-1.835,India,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,6.795,India,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,3.587,India,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,1.604,Italy,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,1.326,Italy,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,2.439,Italy,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,11.3,Italy,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,-2.164,Japan,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,4.128,Japan,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,0.486,Japan,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,1.675,Japan,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,36.686,Japan,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,231.321,Japan,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,2.817,Japan,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,5.294,South Africa,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,27.45,South Africa,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,-2.368,South Africa,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,1.158,South Africa,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,11.144,"Türkiye, Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,7.502,"Türkiye, Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,-4.091,"Türkiye, Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,10.9,"Türkiye, Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,-3.493,United Kingdom,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,39.155,United Kingdom,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-0.667,United Kingdom,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,4.425,United Kingdom,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,2.657,United Kingdom,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,2.683,United Kingdom,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,2.458,United States,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,4.358,United States,,Unemployment rate,,Annual,Units,,,,,,
,,2017.0,2.131,United States,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,-1.874,United States,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2017.0,1.166,France,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2017.0,6.891,"China, People's Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2017.0,86.723,United Kingdom,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-1.496,India,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,69.669,India,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,-1.987,Myanmar,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2017.0,3.446,Brazil,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,18.716,Myanmar,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,83.585,Sri Lanka,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,2.878,Russian Federation,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,13.62,Russian Federation,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,17.543,Sri Lanka,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,7.319,Bangladesh,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,29.553,Bangladesh,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,,Bangladesh,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,-2.467,Bangladesh,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,4.273,Sri Lanka,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,12.375,Brazil,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,-0.867,Brazil,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,84.777,Brazil,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,44.181,Brazil,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,2.092,"China, People's Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,0.171,"China, People's Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,6.277,Myanmar,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,55.577,"China, People's Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-3.409,"China, People's Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,32.642,"China, People's Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,4.93,"China, People's Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,107.041,United States,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,2.609,Germany,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,44.689,Germany,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,60.809,Germany,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,26.328,India,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,8.901,India,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,1.289,Italy,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,134.138,Italy,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,48.321,Italy,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-1.303,Myanmar,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,,Myanmar,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,7.279,Myanmar,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,38.749,Myanmar,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,4.8,Russian Federation,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,3.425,Russian Federation,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,32.621,Russian Federation,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,6.998,Russian Federation,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,2.806,Russian Federation,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,-2.963,Sri Lanka,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-0.353,South Africa,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,0.596,Sri Lanka,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,4.4,Sri Lanka,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,2.31,Sri Lanka,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,30.152,South Africa,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,51.536,South Africa,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,29.86,"Türkiye, Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-1.704,"Türkiye, Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,34.294,"Türkiye, Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,35.349,United States,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-3.101,United States,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,5.783,Bangladesh,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,-2.977,Bangladesh,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,12.95,Bangladesh,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-2.808,Brazil,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,1.784,Brazil,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,9.025,France,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,1.587,France,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,98.49,France,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-0.609,France,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-0.698,France,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,56.369,France,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,1.935,Germany,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,8.428,Germany,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,3.208,Germany,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,1.116,Germany,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,-2.116,India,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,6.454,India,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,3.414,India,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,0.827,Italy,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,1.243,Italy,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,2.501,Italy,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,10.6,Italy,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,-1.678,Japan,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,3.528,Japan,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,0.989,Japan,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,0.643,Japan,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,36.739,Japan,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,232.38,Japan,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,2.433,Japan,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,4.596,South Africa,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,27.125,South Africa,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,-2.929,South Africa,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,1.557,South Africa,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,16.332,"Türkiye, Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,3.013,"Türkiye, Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,-1.831,"Türkiye, Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,10.9,"Türkiye, Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,-3.927,United Kingdom,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,38.871,United Kingdom,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-0.582,United Kingdom,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,4.075,United Kingdom,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,1.405,United Kingdom,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,2.478,United Kingdom,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,2.967,United States,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,3.892,United States,,Unemployment rate,,Annual,Units,,,,,,
,,2018.0,2.439,United States,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,-2.129,United States,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2018.0,2.099,France,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2018.0,6.759,"China, People's Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2018.0,86.345,United Kingdom,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-1.671,India,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,70.392,India,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,-1.272,Myanmar,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2018.0,3.665,Brazil,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,20.54,Myanmar,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,82.594,Sri Lanka,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,4.47,Russian Federation,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,13.748,Russian Federation,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,19.453,Sri Lanka,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,7.882,Bangladesh,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,31.951,Bangladesh,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,,Bangladesh,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,-3.714,Bangladesh,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,4.304,Sri Lanka,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,11.975,Brazil,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,-0.083,Brazil,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,87.118,Brazil,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,43.043,Brazil,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,2.905,"China, People's Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,0.706,"China, People's Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,6.562,Myanmar,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,59.441,"China, People's Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-5.166,"China, People's Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,33.609,"China, People's Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,5.15,"China, People's Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,108.197,United States,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,1.919,Germany,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,45.563,Germany,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,58.701,Germany,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
